"iv_malla_modi_id","year","evi_min","evi_max","evi_mean","evi_mean_all","evi_cv","date_max","month_max"
142802,2000,0.2226,0.3612,5.7429,5.7429,0.024134148252625,"2000-06-24",6
142802,2001,0.2718,0.3654,6.4692,6.4692,0.0144685587089594,"2001-06-25",6
142802,2002,0.2271,0.3583,6.8001,6.8001,0.0192938339142071,"2002-05-08",5
142802,2003,0.2131,0.381,6.7556,6.7556,0.0248534549114808,"2003-12-18",12
142802,2004,0.2276,0.4596,7.6904,7.6904,0.0301674815354208,"2004-06-24",6
142802,2005,0.2056,0.3244,6.2871,6.2871,0.0188958343274324,"2005-01-02",1
142802,2006,0.1825,0.4771,6.3025,6.3025,0.046743355811186,"2006-03-05",3
142802,2007,0.1751,0.3489,5.811,5.811,0.0299087936671829,"2007-06-09",6
142802,2008,0.239,0.3405,6.5884,6.5884,0.0154058648533787,"2008-06-24",6
142802,2009,0.2447,0.3592,6.7854,6.7854,0.0168744657647302,"2009-01-16",1
142802,2010,0.2525,0.3685,7.1723,7.1723,0.0161733335192337,"2010-06-09",6
142802,2011,0.2576,0.386,7.5135,7.5135,0.0170892393691356,"2011-07-27",7
142802,2012,0.2641,0.3834,7.2063,7.2063,0.0165549588554459,"2012-02-17",2
142802,2013,0.2633,0.3669,6.1274,6.1274,0.0169076606717368,"2013-03-05",3
142803,2000,0.2257,0.3656,5.4932,5.4932,0.025467851161436,"2000-06-24",6
142803,2001,0.216,0.3791,6.1708,6.1708,0.0264309327801906,"2001-07-11",7
142803,2002,0.2028,0.3503,6.3119,6.3119,0.023368557803514,"2002-07-27",7
142803,2003,0.2045,0.402,6.5838,6.5838,0.0299978735684559,"2003-06-09",6
142803,2004,0.2276,0.4504,7.5731,7.5731,0.0294199205081142,"2004-06-24",6
142803,2005,0.1698,0.3134,5.6997,5.6997,0.0251943084723757,"2005-09-13",9
142803,2006,0.179,0.3292,5.7356,5.7356,0.0261873212915824,"2006-05-24",5
142803,2007,0.1758,0.3731,5.6312,5.6312,0.035036937064924,"2007-06-09",6
142803,2008,0.1777,0.3304,6.2027,6.2027,0.0246183113805278,"2008-07-26",7
142803,2009,0.2148,0.3595,6.4798,6.4798,0.0223309361400043,"2009-01-02",1
142803,2010,0.2187,0.3708,6.8401,6.8401,0.0222365170099852,"2010-02-17",2
142803,2011,0.2527,0.389,7.2564,7.2564,0.0187834187751502,"2011-08-12",8
142803,2012,0.2387,0.3992,6.8945,6.8945,0.0232794256291247,"2012-06-08",6
142803,2013,0.2367,0.3516,5.6775,5.6775,0.0202377807133421,"2013-06-09",6
142804,2000,0.2001,0.3485,5.113,5.113,0.0290240563270096,"2000-06-08",6
142804,2001,0.1967,0.3664,5.6972,5.6972,0.0297865618198413,"2001-02-01",2
142804,2002,0.1857,0.327,5.6694,5.6694,0.0249232723039475,"2002-05-08",5
142804,2003,0.2039,0.3883,6.0498,6.0498,0.0304803464577341,"2003-07-27",7
142804,2004,0.2297,0.3981,6.8677,6.8677,0.024520581854187,"2004-03-04",3
142804,2005,0.1717,0.3134,5.2384,5.2384,0.0270502443494197,"2005-09-13",9
142804,2006,0.1642,0.3196,5.2003,5.2003,0.0298828913716516,"2006-05-24",5
142804,2007,0.1594,0.325,5.1836,5.1836,0.0319469094837565,"2007-10-31",10
142804,2008,0.1777,0.3344,5.9934,5.9934,0.0261454266359662,"2008-06-24",6
142804,2009,0.2101,0.3685,6.0564,6.0564,0.0261541509807807,"2009-05-24",5
142804,2010,0.1921,0.3708,6.543,6.543,0.0273116307504203,"2010-02-17",2
142804,2011,0.2019,0.3696,6.4803,6.4803,0.0258784315540947,"2011-08-12",8
142804,2012,0.2111,0.3445,6.2699,6.2699,0.0212762563996236,"2012-10-30",10
142804,2013,0.2301,0.3333,5.3566,5.3566,0.0192659522831647,"2013-05-08",5
142805,2000,0.1869,0.3398,4.448,4.448,0.034375,"2000-06-08",6
142805,2001,0.1784,0.3533,5.064,5.064,0.0345379146919431,"2001-06-25",6
142805,2002,0.1859,0.3147,5.2277,5.2277,0.0246379861124395,"2002-06-09",6
142805,2003,0.1906,0.3565,5.4274,5.4274,0.0305671223790397,"2003-10-15",10
142805,2004,0.1927,0.3586,6.0398,6.0398,0.0274677969469188,"2004-05-23",5
142805,2005,0.1611,0.2877,4.9264,4.9264,0.0256982786619032,"2005-05-24",5
142805,2006,0.1497,0.2723,4.8881,4.8881,0.0250813199402631,"2006-08-28",8
142805,2007,0.1594,0.3135,4.8961,4.8961,0.0314740303506873,"2007-10-31",10
142805,2008,0.1651,0.3033,5.3424,5.3424,0.0258685235100329,"2008-06-24",6
142805,2009,0.1934,0.3854,5.6896,5.6896,0.0337457817772778,"2009-06-25",6
142805,2010,0.1915,0.3708,6.2299,6.2299,0.0287805582754137,"2010-02-17",2
142805,2011,0.183,0.3793,6.0033,6.0033,0.0326986823913514,"2011-08-12",8
142805,2012,0.1857,0.3484,5.7041,5.7041,0.0285233428586455,"2012-10-30",10
142805,2013,0.1979,0.3333,4.9538,4.9538,0.0273325527877589,"2013-05-08",5
142806,2000,0.1842,0.3066,4.2697,4.2697,0.028667119469752,"2000-06-08",6
142806,2001,0.182,0.3533,4.8599,4.8599,0.0352476388403054,"2001-06-25",6
142806,2002,0.1913,0.3289,5.1463,5.1463,0.0267376561801683,"2002-08-12",8
142806,2003,0.1821,0.3353,5.1994,5.1994,0.0294649382621072,"2003-10-15",10
142806,2004,0.1927,0.3351,5.7836,5.7836,0.0246213431080988,"2004-07-26",7
142806,2005,0.1631,0.2804,4.8968,4.8968,0.023954419212547,"2005-05-24",5
142806,2006,0.1632,0.2644,4.8102,4.8102,0.0210386262525467,"2006-05-24",5
142806,2007,0.1595,0.3125,4.7613,4.7613,0.0321340810282906,"2007-10-31",10
142806,2008,0.1613,0.2975,5.043,5.043,0.0270077334919691,"2008-10-14",10
142806,2009,0.1934,0.3554,5.306,5.306,0.0305314738032416,"2009-06-25",6
142806,2010,0.1803,0.3479,5.7756,5.7756,0.0290186300990373,"2010-07-11",7
142806,2011,0.1766,0.356,5.7359,5.7359,0.0312766958977667,"2011-08-28",8
142806,2012,0.1982,0.3484,5.4611,5.4611,0.0275036164875208,"2012-10-30",10
142806,2013,0.1967,0.3444,4.6742,4.6742,0.0315989902015318,"2013-05-08",5
142807,2000,0.1642,0.267,3.8827,3.8827,0.0264764210472094,"2000-06-08",6
142807,2001,0.1669,0.3346,4.5267,4.5267,0.0370468553250712,"2001-06-25",6
142807,2002,0.1698,0.3042,4.7282,4.7282,0.0284251935197327,"2002-05-24",5
142807,2003,0.1705,0.3633,4.911,4.911,0.0392588067603339,"2003-10-31",10
142807,2004,0.1812,0.304,5.3342,5.3342,0.0230212590454051,"2004-07-26",7
142807,2005,0.1631,0.2648,4.7684,4.7684,0.0213279087324889,"2005-05-24",5
142807,2006,0.1555,0.2925,4.6215,4.6215,0.0296440549605107,"2006-05-24",5
142807,2007,0.1591,0.2749,4.6125,4.6125,0.0251056910569106,"2007-10-31",10
142807,2008,0.1586,0.2858,4.8243,4.8243,0.0263665194950563,"2008-08-11",8
142807,2009,0.1793,0.3554,4.9728,4.9728,0.0354126447876448,"2009-06-25",6
142807,2010,0.1736,0.3282,5.3484,5.3484,0.0289058409991773,"2010-02-17",2
142807,2011,0.1708,0.3341,5.374,5.374,0.0303870487532564,"2011-06-25",6
142807,2012,0.1741,0.2966,5.0451,5.0451,0.0242809855106935,"2012-05-23",5
142807,2013,0.1787,0.3097,4.3474,4.3474,0.0301329530293969,"2013-07-11",7
143477,2000,0.1,0.3381,3.912,3.912,0.0608640081799591,"2000-07-10",7
143477,2001,0.1191,0.3756,4.5019,4.5019,0.0569759434905262,"2001-02-01",2
143477,2002,0.0895,0.3102,4.5283,4.5283,0.0487379369741404,"2002-06-09",6
143477,2003,0.1176,0.3293,4.6085,4.6085,0.0459368558099165,"2003-06-09",6
143477,2004,0.0897,0.3139,5.1371,5.1371,0.0436433006949446,"2004-07-10",7
143477,2005,0.086,0.2644,3.8624,3.8624,0.046188898094449,"2005-06-09",6
143477,2006,0.0813,0.2857,4.2838,4.2838,0.0477146458751576,"2006-05-24",5
143477,2007,0.0578,0.3149,4.2123,4.2123,0.0610355387792892,"2007-06-09",6
143477,2008,0.0678,0.292,4.3256,4.3256,0.0518309598668393,"2008-06-24",6
143477,2009,0.0797,0.2959,4.3742,4.3742,0.049426180787344,"2009-06-25",6
143477,2010,0.0825,0.3276,4.8972,4.8972,0.0500490075961774,"2010-07-11",7
143477,2011,0.0977,0.3503,4.7216,4.7216,0.053498813961369,"2011-06-09",6
143477,2012,0.0834,0.3167,4.0754,4.0754,0.057245914511459,"2012-06-24",6
143477,2013,0.0477,0.3362,3.9528,3.9528,0.0729862376037239,"2013-03-05",3
143478,2000,0.1351,0.298,4.1917,4.1917,0.0388625140157931,"2000-06-08",6
143478,2001,0.1459,0.3468,4.8783,4.8783,0.041182379107476,"2001-06-25",6
143478,2002,0.0895,0.3122,4.8551,4.8551,0.0458692920846121,"2002-09-13",9
143478,2003,0.1176,0.3205,4.8997,4.8997,0.0414106986142009,"2003-06-09",6
143478,2004,0.1362,0.346,5.7348,5.7348,0.0365836646439283,"2004-06-24",6
143478,2005,0.1191,0.295,4.6933,4.6933,0.0374789593676091,"2005-05-24",5
143478,2006,0.1071,0.3139,4.7988,4.7988,0.0430941068600483,"2006-02-17",2
143478,2007,0.0881,0.3131,4.6093,4.6093,0.0488143535894821,"2007-06-09",6
143478,2008,0.0995,0.3121,4.9632,4.9632,0.0428352675693101,"2008-06-24",6
143478,2009,0.0938,0.6452,5.1345,5.1345,0.107391177329828,"2009-01-02",1
143478,2010,0.0614,0.3519,5.1181,5.1181,0.0567593442879193,"2010-07-11",7
143478,2011,0.152,0.3503,5.4379,5.4379,0.0364662829401056,"2011-06-09",6
143478,2012,0.1024,0.3083,4.8846,4.8846,0.0421528886705155,"2012-06-08",6
143478,2013,0.0911,0.3399,4.6007,4.6007,0.0540787271502163,"2013-09-29",9
143479,2000,0.1914,0.3477,5.3087,5.3087,0.0294422363290448,"2000-06-24",6
143479,2001,0.2307,0.6124,6.4271,6.4271,0.0593891490718987,"2001-02-01",2
143479,2002,0.1843,0.3654,6.3174,6.3174,0.028666856618229,"2002-09-29",9
143479,2003,0.1637,0.3788,6.2982,6.2982,0.0341526150328665,"2003-09-29",9
143479,2004,0.2089,0.413,7.4443,7.4443,0.0274169498811171,"2004-03-04",3
143479,2005,0.2082,0.3534,6.2781,6.2781,0.0231280164380943,"2005-01-02",1
143479,2006,0.1668,0.4838,6.4944,6.4944,0.0488112835673811,"2006-02-01",2
143479,2007,0.1523,0.3177,5.4124,5.4124,0.0305594560638534,"2007-06-09",6
143479,2008,0.1743,0.4029,6.2314,6.2314,0.0366851750810412,"2008-12-17",12
143479,2009,0.1577,0.4226,6.5248,6.5248,0.0405989455615498,"2009-01-02",1
143479,2010,0.2413,0.387,6.946,6.946,0.0209761013532969,"2010-07-27",7
143479,2011,0.1555,0.5272,7.153,7.153,0.0519642108206347,"2011-03-05",3
143479,2012,0.1738,0.4201,6.5408,6.5408,0.0376559442270059,"2012-03-04",3
143479,2013,0.216,0.4134,5.7281,5.7281,0.0344616888671636,"2013-03-05",3
143480,2000,0.2652,0.3736,5.7781,5.7781,0.0187604922033194,"2000-06-24",6
143480,2001,0.2332,0.4107,6.6697,6.6697,0.0266128911345338,"2001-02-01",2
143480,2002,0.1795,0.3768,6.9085,6.9085,0.0285590214952595,"2002-05-08",5
143480,2003,0.1637,0.4253,6.8215,6.8215,0.0383493366561607,"2003-06-25",6
143480,2004,0.2509,0.4602,8.1438,8.1438,0.0257005329207495,"2004-06-24",6
143480,2005,0.1622,0.3671,6.4378,6.4378,0.031827642983628,"2005-03-05",3
143480,2006,0.1602,0.3467,5.9608,5.9608,0.0312877466111931,"2006-02-17",2
143480,2007,0.1801,0.3483,5.7601,5.7601,0.0292008819291332,"2007-06-09",6
143480,2008,0.2132,0.4029,6.8413,6.8413,0.0277286480639645,"2008-12-17",12
143480,2009,0.2102,0.3963,6.797,6.797,0.0273797263498602,"2009-01-16",1
143480,2010,0.2514,0.484,7.4861,7.4861,0.0310709181015482,"2010-02-01",2
143480,2011,0.2263,0.5272,7.8566,7.8566,0.0382990097497645,"2011-03-05",3
143480,2012,0.2109,0.3721,7.1884,7.1884,0.022425018084692,"2012-02-17",2
143480,2013,0.2696,0.4074,6.099,6.099,0.0225938678471881,"2013-03-05",3
143481,2000,0.2259,0.3963,5.6721,5.6721,0.030041783466441,"2000-07-10",7
143481,2001,0.2342,0.3797,6.455,6.455,0.0225406661502711,"2001-06-25",6
143481,2002,0.1684,0.3765,6.2353,6.2353,0.0333744968165124,"2002-08-28",8
143481,2003,0.2214,0.3917,6.4539,6.4539,0.0263871457568292,"2003-06-25",6
143481,2004,0.2276,0.4596,7.7418,7.7418,0.0299671910925108,"2004-06-24",6
143481,2005,0.1622,0.3285,5.7908,5.7908,0.0287179664295089,"2005-08-12",8
143481,2006,0.1731,0.722,6.3826,6.3826,0.085999435966534,"2006-03-05",3
143481,2007,0.187,0.3507,5.7353,5.7353,0.0285425348281694,"2007-06-09",6
143481,2008,0.1429,0.3486,6.4904,6.4904,0.0316929619129792,"2008-07-10",7
143481,2009,0.2065,0.4823,6.7948,6.7948,0.0405898628362866,"2009-06-25",6
143481,2010,0.2042,0.3631,7.0275,7.0275,0.0226111704019922,"2010-02-17",2
143481,2011,0.2046,0.385,7.224,7.224,0.0249723145071982,"2011-08-12",8
143481,2012,0.2102,0.3666,6.9876,6.9876,0.0223825061537581,"2012-06-24",6
143481,2013,0.1578,0.5082,5.9985,5.9985,0.0584146036509127,"2013-03-05",3
143482,2000,0.2377,0.4024,5.8763,5.8763,0.0280278406480268,"2000-06-24",6
143482,2001,0.2179,0.4014,6.3164,6.3164,0.029051358368691,"2001-07-11",7
143482,2002,0.2028,0.3596,6.3445,6.3445,0.0247143194893215,"2002-05-08",5
143482,2003,0.2214,0.3987,6.5088,6.5088,0.0272400442477876,"2003-06-09",6
143482,2004,0.2276,0.4066,7.4542,7.4542,0.0240133079337823,"2004-06-24",6
143482,2005,0.1698,0.3326,5.7506,5.7506,0.0283100893819775,"2005-05-24",5
143482,2006,0.179,0.3352,5.9384,5.9384,0.0263033813821905,"2006-03-05",3
143482,2007,0.1732,0.3731,5.9978,5.9978,0.0333288872586615,"2007-06-09",6
143482,2008,0.2008,0.3759,6.4989,6.4989,0.0269430211266522,"2008-06-24",6
143482,2009,0.2148,0.4028,6.6449,6.6449,0.0282923746030791,"2009-01-02",1
143482,2010,0.2268,0.3708,7.0419,7.0419,0.0204490265411324,"2010-02-17",2
143482,2011,0.2046,0.3896,7.0012,7.0012,0.0264240415928698,"2011-07-27",7
143482,2012,0.2017,0.3716,6.9326,6.9326,0.0245073998211349,"2012-06-24",6
143482,2013,0.2174,0.385,5.6947,5.6947,0.0294308743217378,"2013-09-29",9
143483,2000,0.2062,0.3841,5.5899,5.5899,0.031825256265765,"2000-06-24",6
143483,2001,0.1923,0.3945,5.9626,5.9626,0.0339113809412002,"2001-06-25",6
143483,2002,0.1857,0.3596,6.0957,6.0957,0.0285283068392473,"2002-05-08",5
143483,2003,0.1938,0.4127,6.4595,6.4595,0.0338880718321852,"2003-06-09",6
143483,2004,0.2297,0.4146,7.3711,7.3711,0.0250844514387269,"2004-06-24",6
143483,2005,0.1664,0.3329,5.7335,5.7335,0.029039853492631,"2005-05-24",5
143483,2006,0.179,0.3196,5.6417,5.6417,0.0249215661945867,"2006-05-24",5
143483,2007,0.1732,0.3257,5.4695,5.4695,0.0278818904835908,"2007-10-31",10
143483,2008,0.17,0.38,6.5304,6.5304,0.0321572951120911,"2008-06-24",6
143483,2009,0.1948,0.4028,6.6384,6.6384,0.0313328512894673,"2009-01-02",1
143483,2010,0.1921,0.3708,6.9259,6.9259,0.0258017008619818,"2010-02-17",2
143483,2011,0.2388,0.3745,6.98,6.98,0.0194412607449857,"2011-06-25",6
143483,2012,0.2225,0.3703,6.78,6.78,0.0217994100294985,"2012-05-23",5
143483,2013,0.2174,0.3766,5.541,5.541,0.0287312759429706,"2013-09-29",9
143484,2000,0.1977,0.3791,4.91,4.91,0.0369450101832994,"2000-06-08",6
143484,2001,0.1765,0.395,5.0973,5.0973,0.0428658309301002,"2001-06-25",6
143484,2002,0.1779,0.3383,5.262,5.262,0.030482706195363,"2002-05-24",5
143484,2003,0.1821,0.3501,5.2482,5.2482,0.0320109751914942,"2003-07-27",7
143484,2004,0.2096,0.4037,6.7721,6.7721,0.0286617149776288,"2004-08-27",8
143484,2005,0.1664,0.2883,4.9191,4.9191,0.0247809558659104,"2005-09-13",9
143484,2006,0.1741,0.3196,5.1207,5.1207,0.0284140840119515,"2006-05-08",5
143484,2007,0.1577,0.3261,5.0604,5.0604,0.033278001738993,"2007-10-31",10
143484,2008,0.15,0.3116,5.5198,5.5198,0.0292764230588065,"2008-10-14",10
143484,2009,0.1894,0.4136,6.0851,6.0851,0.0368440945917076,"2009-01-02",1
143484,2010,0.199,0.3905,6.5515,6.5515,0.0292299473403037,"2010-07-11",7
143484,2011,0.183,0.3454,6.0644,6.0644,0.02677923619814,"2011-10-15",10
143484,2012,0.1857,0.3965,6.1956,6.1956,0.0340241461682484,"2012-07-26",7
143484,2013,0.201,0.3926,5.5369,5.5369,0.0346042009066445,"2013-07-11",7
143485,2000,0.1997,0.3006,4.6474,4.6474,0.021711064250979,"2000-06-08",6
143485,2001,0.1817,0.3946,5.0007,5.0007,0.0425740396344512,"2001-06-25",6
143485,2002,0.1874,0.3553,5.4145,5.4145,0.0310093268076461,"2002-06-09",6
143485,2003,0.181,0.3222,5.0909,5.0909,0.027735763813864,"2003-10-31",10
143485,2004,0.1845,0.3476,6.0743,6.0743,0.0268508305483759,"2004-07-26",7
143485,2005,0.1791,0.2723,5.0935,5.0935,0.0182978305683714,"2005-09-13",9
143485,2006,0.1697,0.3196,4.8981,4.8981,0.0306037034768584,"2006-05-08",5
143485,2007,0.1595,0.3257,4.7282,4.7282,0.035150797343598,"2007-10-31",10
143485,2008,0.1665,0.287,5.2336,5.2336,0.0230243044940385,"2008-10-14",10
143485,2009,0.1996,0.3712,5.7732,5.7732,0.0297235501974642,"2009-07-11",7
143485,2010,0.1882,0.3478,5.7578,5.7578,0.0277189204209941,"2010-10-31",10
143485,2011,0.2034,0.3564,5.8182,5.8182,0.0262967928225224,"2011-08-28",8
143485,2012,0.1948,0.3697,5.7388,5.7388,0.0304767547222416,"2012-10-30",10
143485,2013,0.1962,0.3725,4.7496,4.7496,0.037118915277076,"2013-09-29",9
143486,2000,0.1821,0.2617,4.0125,4.0125,0.0198380062305296,"2000-06-08",6
143486,2001,0.1742,0.3334,4.8142,4.8142,0.033068838020855,"2001-06-25",6
143486,2002,0.1854,0.2658,4.8892,4.8892,0.016444408083122,"2002-06-09",6
143486,2003,0.1738,0.3222,4.9148,4.9148,0.0301945145275494,"2003-10-31",10
143486,2004,0.1845,0.3343,5.8033,5.8033,0.0258128995571485,"2004-12-01",12
143486,2005,0.1791,0.2759,5.0334,5.0334,0.0192315333571741,"2005-05-24",5
143486,2006,0.1661,0.2667,4.6514,4.6514,0.0216278969772542,"2006-05-08",5
143486,2007,0.1591,0.2658,4.5589,4.5589,0.0234047686942025,"2007-10-31",10
143486,2008,0.1549,0.2976,4.842,4.842,0.0294712928541925,"2008-08-27",8
143486,2009,0.1918,0.2772,5.0659,5.0659,0.0168578140113307,"2009-06-25",6
143486,2010,0.1842,0.3282,5.4122,5.4122,0.0266065555596615,"2010-02-17",2
143486,2011,0.1876,0.3452,5.4953,5.4953,0.0286790530089349,"2011-06-09",6
143486,2012,0.1923,0.292,5.2444,5.2444,0.0190107543284265,"2012-10-30",10
143486,2013,0.196,0.3131,4.5236,4.5236,0.025886462109824,"2013-06-09",6
143487,2000,0.1511,0.2618,3.5683,3.5683,0.0310231763024409,"2000-06-08",6
143487,2001,0.1525,0.3328,4.3139,4.3139,0.0417951273789379,"2001-06-25",6
143487,2002,0.1586,0.262,4.3788,4.3788,0.0236137754635973,"2002-08-12",8
143487,2003,0.1675,0.3026,4.4594,4.4594,0.0302955554558909,"2003-10-15",10
143487,2004,0.1677,0.2857,4.9987,4.9987,0.0236061375957749,"2004-05-23",5
143487,2005,0.1509,0.2189,4.1491,4.1491,0.0163890964305512,"2005-06-09",6
143487,2006,0.157,0.2667,4.3614,4.3614,0.0251524739762462,"2006-05-08",5
143487,2007,0.1557,0.2476,4.2902,4.2902,0.0214209127779591,"2007-07-11",7
143487,2008,0.147,0.2538,4.419,4.419,0.0241683638832315,"2008-05-23",5
143487,2009,0.1644,0.2764,4.4677,4.4677,0.0250688273608344,"2009-06-25",6
143487,2010,0.1632,0.3282,5.2367,5.2367,0.0315083926900529,"2010-02-17",2
143487,2011,0.1691,0.3049,4.7414,4.7414,0.0286413295651073,"2011-06-25",6
143487,2012,0.1526,0.292,4.6715,4.6715,0.0298405223161725,"2012-10-30",10
143487,2013,0.1652,0.3125,4.1645,4.1645,0.0353703926041542,"2013-06-25",6
144156,2000,0.1,0.2992,3.7132,3.7132,0.0536464505009157,"2000-06-08",6
144156,2001,0.1236,0.9429,5.134,5.134,0.159583171016751,"2001-02-01",2
144156,2002,0.0808,0.2839,3.9056,3.9056,0.0520022531749283,"2002-09-13",9
144156,2003,0.1053,0.3104,4.3012,4.3012,0.0476843671533525,"2003-02-01",2
144156,2004,0.1239,0.3203,4.9968,4.9968,0.0393051552993916,"2004-07-10",7
144156,2005,0.0442,0.2282,3.7517,3.7517,0.0490444331902871,"2005-05-24",5
144156,2006,0.0867,0.3006,4.0625,4.0625,0.0526523076923077,"2006-05-24",5
144156,2007,0.0825,0.2789,4.0169,4.0169,0.0488934252781996,"2007-06-25",6
144156,2008,0.0378,0.2702,4.0417,4.0417,0.0575005566964396,"2008-06-24",6
144156,2009,0.0842,0.3951,4.4954,4.4954,0.0691595853539173,"2009-01-16",1
144156,2010,0.0274,0.3311,4.3414,4.3414,0.0699543925922513,"2010-03-21",3
144156,2011,0.093,0.3274,4.2495,4.2495,0.0551594305212378,"2011-06-09",6
144156,2012,0.0627,0.2549,3.7213,3.7213,0.051648617418644,"2012-06-24",6
144156,2013,0.0579,0.3468,3.9458,3.9458,0.0732170915910588,"2013-05-08",5
144157,2000,0.1703,0.3221,4.7678,4.7678,0.0318385838332145,"2000-06-24",6
144157,2001,0.1809,0.37,5.7066,5.7066,0.0331370693582869,"2001-02-01",2
144157,2002,0.1739,0.3382,5.5191,5.5191,0.0297693464514142,"2002-05-24",5
144157,2003,0.1309,0.802,5.9678,5.9678,0.112453500452428,"2003-02-01",2
144157,2004,0.1695,0.4184,6.3086,6.3086,0.0394540785594268,"2004-06-24",6
144157,2005,0.1327,0.3142,5.5247,5.5247,0.0328524625771535,"2005-04-22",4
144157,2006,0.147,0.384,5.4245,5.4245,0.0436906627338925,"2006-02-17",2
144157,2007,0.1523,0.3063,5.1043,5.1043,0.030170640440413,"2007-08-28",8
144157,2008,0.1299,0.3352,5.761,5.761,0.0356361742752994,"2008-12-17",12
144157,2009,0.1351,0.9059,6.0104,6.0104,0.128244376414215,"2009-02-01",2
144157,2010,0.0274,0.4775,5.4764,5.4764,0.0821890292893141,"2010-03-21",3
144157,2011,0.096,0.3398,5.9878,5.9878,0.0407161227829921,"2011-07-27",7
144157,2012,0.0762,0.3158,5.3771,5.3771,0.044559334957505,"2012-05-23",5
144157,2013,0.0911,0.3644,4.7909,4.7909,0.0570456490429773,"2013-08-12",8
144158,2000,0.2399,0.3721,5.655,5.655,0.0233775419982317,"2000-06-24",6
144158,2001,0.2554,0.4006,6.5182,6.5182,0.0222760884906876,"2001-01-16",1
144158,2002,0.2035,0.3974,6.6445,6.6445,0.0291820302505832,"2002-09-29",9
144158,2003,0.1309,0.4981,6.5261,6.5261,0.0562663765495472,"2003-12-18",12
