"iv_malla_modi_id","year","evi_min","evi_max","evi_mean","evi_mean_all","evi_cv","date_max","month_max"
172604,2000,0.251,0.4135,5.7723,5.7723,0.0281516899676039,"2000-06-08",6
172604,2001,0.2467,0.4074,6.2055,6.2055,0.0258963822415599,"2001-06-25",6
172604,2002,0.2366,0.4228,6.6492,6.6492,0.028003368826325,"2002-06-09",6
172604,2003,0.1646,0.4431,6.5021,6.5021,0.0428323157133849,"2003-06-09",6
172604,2004,0.218,0.3975,6.9755,6.9755,0.0257329223711562,"2004-06-08",6
172604,2005,0.1906,0.3128,5.8355,5.8355,0.020940793419587,"2005-02-01",2
172604,2006,0.1992,0.3886,6.371,6.371,0.0297284570711034,"2006-05-24",5
172604,2007,0.2381,0.4011,6.5987,6.5987,0.0247018352099656,"2007-06-25",6
172604,2008,0.2179,0.3546,6.6066,6.6066,0.0206914297823389,"2008-06-24",6
172604,2009,0.2161,0.3586,6.2373,6.2373,0.0228464239334327,"2009-12-18",12
172604,2010,0.2226,0.39,6.8411,6.8411,0.024469749016971,"2010-05-08",5
172604,2011,0.242,0.3958,6.8816,6.8816,0.0223494536154383,"2011-12-02",12
172604,2012,0.2346,0.3701,6.5519,6.5519,0.02068102382515,"2012-06-24",6
172604,2013,0.2225,0.4094,5.8799,5.8799,0.0317862548682801,"2013-01-16",1
172605,2000,0.2669,0.4538,6.0214,6.0214,0.0310392931876308,"2000-06-24",6
172605,2001,0.2341,0.3997,6.4351,6.4351,0.0257338658295908,"2001-06-25",6
172605,2002,0.2507,0.4101,6.9993,6.9993,0.0227737059420228,"2002-05-08",5
172605,2003,-0.0106,0.376,6.259,6.2484,0.0617670554401662,"2003-05-24",5
172605,2004,0.1601,0.4278,7.2244,7.2244,0.0370549803443885,"2004-06-24",6
172605,2005,0.2059,0.3437,6.1595,6.1595,0.0223719457748194,"2005-01-16",1
172605,2006,0.2163,0.4133,6.6631,6.6631,0.0295658177124762,"2006-05-24",5
172605,2007,0.0671,0.4018,6.6745,6.6745,0.0501460783579294,"2007-06-09",6
172605,2008,0.2163,0.3559,6.5354,6.5354,0.0213605900174435,"2008-06-24",6
172605,2009,0.2354,0.3586,6.3296,6.3296,0.019464105156724,"2009-12-18",12
172605,2010,0.2429,0.3918,7.1702,7.1702,0.0207665058157374,"2010-06-09",6
172605,2011,0.2568,0.3857,7.108,7.108,0.0181344963421497,"2011-05-08",5
172605,2012,0.2322,0.353,6.7208,6.7208,0.017974050708249,"2012-10-14",10
172605,2013,0.2228,0.4974,6.3349,6.3349,0.0433471720153436,"2013-02-01",2
172606,2000,0.2225,0.3538,5.5439,5.5439,0.0236836883782175,"2000-06-08",6
172606,2001,0.2244,0.4009,6.1247,6.1247,0.0288177380116577,"2001-06-25",6
172606,2002,0.2355,0.3596,6.6807,6.6807,0.0185758977352673,"2002-03-05",3
172606,2003,-0.0151,0.3694,5.8837,5.8686,0.0653500348420212,"2003-04-22",4
172606,2004,0.1759,0.4172,6.9746,6.9746,0.0345969661342586,"2004-06-08",6
172606,2005,0.2004,0.3494,6.0559,6.0559,0.0246041050876005,"2005-04-06",4
172606,2006,0.1982,0.3746,6.6046,6.6046,0.0267086576022772,"2006-03-05",3
172606,2007,0.0671,0.3939,6.3984,6.3984,0.0510752688172043,"2007-06-09",6
172606,2008,0.2199,0.3416,6.401,6.401,0.0190126542727699,"2008-12-17",12
172606,2009,0.2104,0.3897,6.4108,6.4108,0.0279684282772821,"2009-02-17",2
172606,2010,0.2352,0.39,7.1184,7.1184,0.0217464598786244,"2010-05-08",5
172606,2011,0.2312,0.3857,6.9246,6.9246,0.0223117580798891,"2011-05-08",5
172606,2012,0.2259,0.3687,6.7739,6.7739,0.0210809135062519,"2012-10-14",10
172606,2013,0.2105,0.4274,6.2117,6.2117,0.0349179773652945,"2013-01-16",1
172607,2000,0.2088,0.3628,5.1817,5.1817,0.0297199760696297,"2000-06-08",6
172607,2001,0.2244,0.4075,5.8373,5.8373,0.0313672417042126,"2001-06-25",6
172607,2002,0.2163,0.4513,6.2533,6.2533,0.0375801576767467,"2002-04-06",4
172607,2003,-0.0061,0.3382,5.2908,5.2847,0.0650752249187268,"2003-10-15",10
172607,2004,0.2089,0.3748,6.7018,6.7018,0.0247545435554627,"2004-06-08",6
172607,2005,0.1959,0.3726,5.7856,5.7856,0.0305413440265487,"2005-04-06",4
172607,2006,0.1954,0.3679,5.8506,5.8506,0.0294841554712337,"2006-05-24",5
172607,2007,0.2124,0.3947,6.4316,6.4316,0.0283444244045028,"2007-10-31",10
172607,2008,0.2285,0.345,6.2834,6.2834,0.0185409173377471,"2008-12-17",12
172607,2009,0.0953,0.3586,5.9766,5.9766,0.0440551484121407,"2009-12-18",12
172607,2010,0.2222,0.3841,7.1668,7.1668,0.0225902773901881,"2010-12-18",12
172607,2011,0.2252,0.4219,6.591,6.591,0.0298437262934304,"2011-03-05",3
172607,2012,0.2073,0.3693,6.1909,6.1909,0.0261674393060783,"2012-10-14",10
172607,2013,0.2104,0.4125,5.9758,5.9758,0.033819739616453,"2013-01-16",1
172608,2000,0.2289,0.3474,5.2787,5.2787,0.0224487089624339,"2000-07-10",7
172608,2001,0.2251,0.429,5.9939,5.9939,0.0340179182168538,"2001-04-22",4
172608,2002,0.2395,0.4083,6.6634,6.6634,0.0253324128823123,"2002-11-16",11
172608,2003,-0.016,0.3404,5.6024,5.5864,0.0636155933171498,"2003-07-27",7
172608,2004,0.2084,0.4107,7.0835,7.0835,0.0285593280158114,"2004-11-15",11
172608,2005,0.2058,0.3726,6.0164,6.0164,0.0277242204640649,"2005-04-06",4
172608,2006,0.1884,0.3744,6.1758,6.1758,0.0301175556203245,"2006-07-11",7
172608,2007,0.1381,0.3986,6.3716,6.3716,0.0408845501914747,"2007-10-31",10
172608,2008,0.1967,0.3769,6.4798,6.4798,0.0278095002932189,"2008-11-15",11
172608,2009,0.185,0.4826,6.6282,6.6282,0.0448990676201684,"2009-01-02",1
172608,2010,0.2087,0.4294,7.1059,7.1059,0.0310586977019097,"2010-02-17",2
172608,2011,0.1904,0.4217,6.6777,6.6777,0.0346376746484568,"2011-03-05",3
172608,2012,0.1824,0.3489,6.1082,6.1082,0.0272584394748044,"2012-10-30",10
172608,2013,0.2099,0.4496,5.8521,5.8521,0.0409596555082791,"2013-03-21",3
172609,2000,0.2018,0.4256,6.0565,6.0565,0.036952035003715,"2000-06-08",6
172609,2001,0.2057,0.4467,6.8379,6.8379,0.0352447388818204,"2001-01-02",1
172609,2002,0.207,0.4261,6.6323,6.6323,0.0330352969558072,"2002-11-16",11
172609,2003,-0.016,0.4502,6.402,6.386,0.0728209934395501,"2003-07-27",7
172609,2004,0.2081,0.4521,8.1043,8.1043,0.0301074738101995,"2004-08-11",8
172609,2005,0.2137,0.3892,6.6334,6.6334,0.026457020532457,"2005-09-29",9
172609,2006,0.1864,0.3829,6.5268,6.5268,0.0301066372494944,"2006-07-27",7
172609,2007,0.1809,0.4237,6.6868,6.6868,0.0363103427648502,"2007-10-31",10
172609,2008,0.1967,0.3883,6.5443,6.5443,0.0292773864278838,"2008-11-15",11
172609,2009,0.1544,0.4826,6.7025,6.7025,0.0489668034315554,"2009-01-02",1
172609,2010,0.2381,0.7178,7.9349,7.9349,0.0604544480711792,"2010-01-16",1
172609,2011,0.2333,0.424,6.897,6.897,0.02764970276932,"2011-12-02",12
172609,2012,0.1413,0.4009,6.1733,6.1733,0.0420520629161065,"2012-10-30",10
172609,2013,0.1751,0.4233,5.9181,5.9181,0.04193913587131,"2013-01-16",1
172610,2000,0.2917,0.428,6.9126,6.9126,0.0197176171049967,"2000-10-30",10
172610,2001,0.2797,0.4854,7.6641,7.6641,0.0268394201537036,"2001-07-11",7
172610,2002,0.2671,0.4261,7.6486,7.6486,0.0207881180869702,"2002-11-16",11
172610,2003,-0.0113,0.4376,7.1362,7.1249,0.0629046271124688,"2003-06-25",6
172610,2004,0.2153,0.4693,8.8678,8.8678,0.0286429554117143,"2004-07-26",7
172610,2005,0.2778,0.412,7.692,7.692,0.0174466978679147,"2005-10-15",10
172610,2006,0.2252,0.4246,7.7349,7.7349,0.0257792602360729,"2006-06-25",6
172610,2007,0.2422,0.4375,7.5743,7.5743,0.0257845609495267,"2007-11-16",11
172610,2008,0.2388,0.3702,6.9916,6.9916,0.0187939813490474,"2008-10-14",10
172610,2009,0.1544,0.418,7.2751,7.2751,0.0362331789253756,"2009-10-31",10
172610,2010,0.2191,0.4818,8.0085,8.0085,0.0328026471873634,"2010-01-03",1
172610,2011,0.2087,0.424,7.3276,7.3276,0.0293820623396474,"2011-12-02",12
172610,2012,0.1681,0.4009,6.8367,6.8367,0.0340515160823204,"2012-10-30",10
172610,2013,0.1908,0.4192,5.9411,5.9411,0.0384440591809598,"2013-01-16",1
172611,2000,0.2621,0.4336,6.9985,6.9985,0.0245052511252411,"2000-06-08",6
172611,2001,0.2407,0.4585,7.684,7.684,0.0283446121811556,"2001-03-05",3
172611,2002,0.2671,0.4261,7.7306,7.7306,0.0205676144154399,"2002-11-16",11
172611,2003,0.2201,0.4463,7.566,7.566,0.0298969072164948,"2003-07-11",7
172611,2004,0.2237,0.4693,8.6333,8.6333,0.0284479862856613,"2004-07-26",7
172611,2005,0.267,0.4141,7.7045,7.7045,0.0190927380102537,"2005-06-25",6
172611,2006,0.2264,0.3856,7.4484,7.4484,0.0213737178454433,"2006-05-08",5
172611,2007,0.2617,0.4375,7.4102,7.4102,0.0237240560308764,"2007-11-16",11
172611,2008,0.2233,0.4038,7.2329,7.2329,0.0249554120753778,"2008-10-30",10
172611,2009,0.1996,0.4289,7.4749,7.4749,0.0306759956654939,"2009-12-02",12
172611,2010,0.1569,0.4782,8.123,8.123,0.039554351840453,"2010-01-03",1
172611,2011,0.2014,0.4391,7.6502,7.6502,0.0310710831089383,"2011-08-12",8
172611,2012,0.2357,0.375,7.1105,7.1105,0.0195907460797412,"2012-10-30",10
172611,2013,0.1745,0.4323,5.9729,5.9729,0.0431616132866782,"2013-01-16",1
172612,2000,0.281,0.4336,6.565,6.565,0.0232444782939832,"2000-06-08",6
172612,2001,0.231,0.5152,7.5066,7.5066,0.0378600165187968,"2001-01-16",1
172612,2002,0.1964,0.4315,7.3666,7.3666,0.0319143159666603,"2002-11-16",11
172612,2003,0.219,0.4215,7.0108,7.0108,0.0288840075312375,"2003-10-15",10
172612,2004,0.2235,0.4327,8.0658,8.0658,0.0259366708819956,"2004-11-15",11
172612,2005,0.2537,0.3961,7.1539,7.1539,0.0199052265198004,"2005-04-06",4
172612,2006,0.2555,0.4426,7.3678,7.3678,0.0253942832324439,"2006-03-05",3
172612,2007,0.2617,0.4375,7.0816,7.0816,0.0248248983280615,"2007-11-16",11
172612,2008,0.2229,0.4067,7.131,7.131,0.0257747861450007,"2008-10-30",10
172612,2009,0.1891,0.4477,6.8145,6.8145,0.0379484921857803,"2009-12-02",12
172612,2010,0.1858,0.5647,8.0061,8.0061,0.0473264136096227,"2010-02-17",2
172612,2011,0.2014,0.3926,7.4492,7.4492,0.0256671857380658,"2011-12-02",12
172612,2012,0.2526,0.3866,6.8881,6.8881,0.0194538406817555,"2012-05-23",5
172612,2013,0.1424,0.4478,5.7826,5.7826,0.0528136132535538,"2013-01-16",1
172613,2000,0.2575,0.4174,5.9904,5.9904,0.0266927083333333,"2000-05-23",5
172613,2001,0.1919,0.5152,6.7072,6.7072,0.0482019322519084,"2001-01-16",1
172613,2002,0.2436,0.436,7.1599,7.1599,0.0268718836855263,"2002-11-16",11
172613,2003,0.1947,0.3939,6.721,6.721,0.0296384466597233,"2003-10-15",10
172613,2004,0.2248,0.415,7.8319,7.8319,0.0242852947560618,"2004-05-07",5
172613,2005,0.2236,0.3961,6.7304,6.7304,0.025629977415904,"2005-04-06",4
172613,2006,0.2089,0.3395,6.7185,6.7185,0.0194388628414081,"2006-05-24",5
172613,2007,0.246,0.4293,7.1831,7.1831,0.0255182302905431,"2007-11-16",11
172613,2008,0.2328,0.4136,7.4833,7.4833,0.0241604639664319,"2008-10-30",10
172613,2009,0.1642,0.8987,7.4844,7.4844,0.0981374592485704,"2009-03-05",3
172613,2010,0.2581,0.7065,7.9976,7.9976,0.0560668200460138,"2010-01-16",1
172613,2011,0.2219,0.4165,7.1721,7.1721,0.027132917834386,"2011-12-02",12
172613,2012,0.2432,0.3714,6.9686,6.9686,0.0183968085411704,"2012-10-30",10
172613,2013,0.133,0.4494,5.6826,5.6826,0.0556787386055679,"2013-01-16",1
172614,2000,0.2449,0.3639,5.6449,5.6449,0.0210809757480203,"2000-06-24",6
172614,2001,0.1861,0.4107,6.2744,6.2744,0.0357962514344001,"2001-06-25",6
172614,2002,0.2409,0.4609,6.9632,6.9632,0.0315946691176471,"2002-05-24",5
172614,2003,0.1509,0.4,6.3944,6.3944,0.038955961466283,"2003-06-09",6
172614,2004,0.1707,0.4508,7.2772,7.2772,0.03849007860166,"2004-06-08",6
172614,2005,0.224,0.3961,6.715,6.715,0.0256291883842144,"2005-04-06",4
172614,2006,0.2021,0.3393,6.6511,6.6511,0.0206281667694066,"2006-06-09",6
172614,2007,0.214,0.4293,6.9019,6.9019,0.0311943088135151,"2007-11-16",11
172614,2008,0.2329,0.5132,7.2812,7.2812,0.0384964016920288,"2008-12-01",12
172614,2009,0.0713,0.5203,6.8069,6.8069,0.0659624792489973,"2009-01-02",1
172614,2010,0.2712,0.5647,7.7472,7.7472,0.0378846551011979,"2010-02-17",2
172614,2011,0.2219,0.4165,7.1478,7.1478,0.0272251601891491,"2011-12-02",12
172614,2012,0.2368,0.4011,7.1434,7.1434,0.0230002519808495,"2012-05-07",5
172614,2013,0.0981,0.4629,5.7516,5.7516,0.0634258293344461,"2013-01-16",1
172615,2000,0.2447,0.372,5.7527,5.7527,0.022128739548386,"2000-06-08",6
172615,2001,0.1563,0.408,6.3256,6.3256,0.039790691792083,"2001-06-25",6
172615,2002,0.1714,0.4416,6.9176,6.9176,0.0390597895223777,"2002-05-08",5
172615,2003,0.1526,0.3955,6.4206,6.4206,0.0378313553250475,"2003-04-22",4
172615,2004,0.1707,0.4508,7.4544,7.4544,0.0375751234170423,"2004-06-08",6
172615,2005,0.2325,0.3961,6.8069,6.8069,0.0240344356461825,"2005-04-06",4
172615,2006,0.2203,0.3614,6.8282,6.8282,0.0206643039161126,"2006-05-24",5
172615,2007,0.2292,0.4124,6.7647,6.7647,0.0270817626797936,"2007-10-31",10
172615,2008,0.2308,0.5969,7.4763,7.4763,0.0489680724422508,"2008-11-15",11
172615,2009,0.1705,0.4758,6.6224,6.6224,0.0461011113795603,"2009-12-02",12
172615,2010,0.2164,0.4921,7.7404,7.7404,0.0356183142990026,"2010-01-03",1
172615,2011,0.2256,0.4165,7.3299,7.3299,0.0260440115144818,"2011-12-02",12
172615,2012,0.2685,0.3863,7.1315,7.1315,0.0165182640398233,"2012-02-17",2
172615,2013,0.129,0.4664,5.8559,5.8559,0.0576171041172151,"2013-01-16",1
172616,2000,0.2495,0.3851,5.9075,5.9075,0.0229538721963606,"2000-06-24",6
172616,2001,0.1533,0.5649,6.6841,6.6841,0.0615789709908589,"2001-02-01",2
172616,2002,0.1822,0.3762,6.593,6.593,0.0294251478841195,"2002-05-08",5
172616,2003,0.1553,0.7019,6.76,6.76,0.0808579881656805,"2003-02-17",2
172616,2004,0.2361,0.4425,7.6965,7.6965,0.0268173845254336,"2004-06-08",6
172616,2005,0.2404,0.4056,6.939,6.939,0.0238074650526012,"2005-01-16",1
172616,2006,0.1404,0.3602,6.7851,6.7851,0.0323945115031466,"2006-05-24",5
172616,2007,0.2222,0.3979,6.8237,6.8237,0.025748494218679,"2007-11-16",11
172616,2008,0.2216,0.5969,7.4084,7.4084,0.0506587117326278,"2008-11-15",11
172616,2009,0.1731,0.4785,7.1927,7.1927,0.0424597161010469,"2009-03-05",3
172616,2010,0.2164,0.4844,7.6189,7.6189,0.0351756815288296,"2010-01-03",1
172616,2011,0.2304,0.4165,7.0583,7.0583,0.0263661221540598,"2011-12-02",12
172616,2012,0.2253,0.3939,7.1234,7.1234,0.0236684729202347,"2012-10-30",10
172616,2013,0.1448,0.4684,5.6613,5.6613,0.0571600162506845,"2013-01-16",1
172617,2000,0.2594,0.4007,6.1518,6.1518,0.022968887154979,"2000-11-15",11
172617,2001,0.1533,0.4916,6.9599,6.9599,0.0486070202158077,"2001-02-01",2
172617,2002,0.1748,0.3762,6.7728,6.7728,0.0297365934325537,"2002-05-08",5
172617,2003,0.1504,0.5304,7.0201,7.0201,0.0541302830444011,"2003-02-17",2
172617,2004,0.1645,0.4198,7.2484,7.2484,0.0352215661387341,"2004-11-15",11
172617,2005,0.2454,0.3944,7.0753,7.0753,0.0210591777027123,"2005-01-16",1
172617,2006,0.1404,0.3933,6.9133,6.9133,0.0365816614352046,"2006-10-15",10
172617,2007,0.213,0.3989,6.6857,6.6857,0.0278056149692628,"2007-01-03",1
172617,2008,0.2228,0.5969,7.686,7.686,0.0486729117876659,"2008-11-15",11
172617,2009,0.1542,0.9873,8.5275,8.5275,0.0976956904133685,"2009-02-01",2
172617,2010,0.2371,0.9561,8.3766,8.3766,0.0858343480648473,"2010-02-01",2
172617,2011,0.2404,0.3996,7.1286,7.1286,0.0223325758213394,"2011-12-02",12
172617,2012,0.2071,0.4382,7.3066,7.3066,0.0316289382202392,"2012-10-14",10
172617,2013,0.1454,0.4778,6.1229,6.1229,0.0542880007839422,"2013-01-16",1
172618,2000,0.2441,0.3901,5.88,5.88,0.0248299319727891,"2000-10-14",10
172618,2001,0.1094,0.4916,6.5063,6.5063,0.0587430644144906,"2001-02-01",2
172618,2002,0.1641,0.3588,6.4408,6.4408,0.0302291640789964,"2002-10-15",10
172618,2003,0.1504,0.7019,7.2796,7.2796,0.0757596571240178,"2003-02-17",2
172618,2004,0.072,0.4198,7.3412,7.3412,0.0473764507165041,"2004-11-15",11
172618,2005,0.2227,0.3944,6.9149,6.9149,0.0248304386180567,"2005-01-16",1
172618,2006,0.1776,0.3933,6.782,6.782,0.0318047773518136,"2006-10-15",10
172618,2007,0.2212,0.446,6.799,6.799,0.0330636858361524,"2007-04-22",4
172618,2008,0.1662,0.3839,6.5914,6.5914,0.0330278848196134,"2008-12-01",12
172618,2009,0.2223,0.8081,8.3356,8.3356,0.070276884687365,"2009-01-16",1
172618,2010,0.2371,0.4515,7.6884,7.6884,0.0278861661724156,"2010-12-02",12
172618,2011,0.0544,0.3996,7.0259,7.0259,0.049132495481006,"2011-12-02",12
172618,2012,0.2071,0.4382,7.1553,7.1553,0.032297737341551,"2012-10-14",10
172618,2013,0.1536,0.5108,6.0179,6.0179,0.0593562538427026,"2013-01-16",1
172640,2000,0.1241,0.296,3.1654,3.1654,0.0543059328994756,"2000-06-24",6
172640,2001,-0.0732,0.2511,2.994,2.9208,0.108316633266533,"2001-06-25",6
172640,2002,-0.1018,0.3734,4.3301,4.2283,0.109743423939401,"2002-01-03",1
172640,2003,0.0035,0.2896,3.7377,3.7377,0.0765443989619285,"2003-12-18",12
172640,2004,-0.0346,0.3397,4.3363,4.3017,0.0863178285635219,"2004-06-24",6
172640,2005,0.0696,0.2624,3.8609,3.8609,0.0499365432930146,"2005-02-01",2
172640,2006,-0.0322,0.307,3.8146,3.7717,0.0889215120851465,"2006-06-09",6
172640,2007,0.1415,0.2789,4.1231,4.1231,0.0333244403482816,"2007-06-25",6
172640,2008,0.0638,0.3085,4.2658,4.2658,0.0573632144029256,"2008-01-03",1
172640,2009,-0.0339,0.2799,3.3513,3.2725,0.0936353057022648,"2009-12-18",12
172640,2010,-0.1774,0.8905,4.8585,4.5509,0.219800349902233,"2010-01-03",1
172640,2011,-0.0272,0.328,3.7482,3.721,0.0947654874339683,"2011-06-09",6
172640,2012,0.0189,0.2617,3.8177,3.8177,0.0635985017156927,"2012-06-24",6
172640,2013,0.0107,0.3482,3.2587,3.2587,0.103568907846687,"2013-06-25",6
172641,2000,0.1287,0.296,3.4039,3.4039,0.0491495049795823,"2000-06-24",6
172641,2001,0.0266,0.2753,3.4807,3.4807,0.0714511448846496,"2001-06-25",6
172641,2002,0.1175,0.4216,4.5676,4.5676,0.0665776337682809,"2002-01-03",1
172641,2003,0.0755,0.3153,3.9505,3.9505,0.0607011770661941,"2003-07-11",7
172641,2004,0.0505,0.2853,4.7167,4.7167,0.0497805669217885,"2004-06-24",6
172641,2005,0.1402,0.2643,4.2018,4.2018,0.0295349612071017,"2005-03-21",3
172641,2006,-0.0102,0.3105,4.0835,4.0733,0.0785355699767356,"2006-05-24",5
172641,2007,0.1465,0.3188,4.5754,4.5754,0.037657909690956,"2007-06-25",6
172641,2008,0.054,0.5474,5.0932,5.0932,0.0968742637241813,"2008-12-01",12
172641,2009,-0.0848,0.2955,3.6475,3.503,0.104263193968472,"2009-06-09",6
172641,2010,-0.0974,0.2988,4.1832,4.0858,0.0947121820615797,"2010-06-09",6
172641,2011,0.0718,0.3193,4.1515,4.1515,0.0596170059014814,"2011-06-09",6
172641,2012,0.0448,0.2996,4.1428,4.1428,0.0615042966109877,"2012-06-24",6
172641,2013,0.0188,0.369,3.5761,3.5761,0.0979279102933363,"2013-06-25",6
172642,2000,0.1273,0.2842,3.4854,3.4854,0.0450163539335514,"2000-06-08",6
172642,2001,-0.1035,0.2851,3.342,3.1526,0.116277678037104,"2001-06-25",6
172642,2002,0.0839,0.423,4.5156,4.5156,0.0750952254406945,"2002-01-03",1
172642,2003,0.1022,0.386,4.3095,4.3095,0.0658545074834668,"2003-02-01",2
172642,2004,0.1177,0.2984,4.6335,4.6335,0.0389985971727636,"2004-06-24",6
172642,2005,0.1154,0.4012,4.2423,4.2423,0.0673691158098201,"2005-03-05",3
172642,2006,0.0044,0.2842,4.066,4.066,0.0688145597638957,"2006-05-24",5
172642,2007,0.1384,0.3067,4.4306,4.4306,0.037985825847515,"2007-06-25",6
172642,2008,0.1161,0.5474,5.1098,5.1098,0.0844064346941172,"2008-12-01",12
172642,2009,-0.0434,0.293,3.7753,3.7095,0.0891055015495457,"2009-07-11",7
172642,2010,0.0875,0.3924,4.8404,4.8404,0.0629906619287662,"2010-03-05",3
172642,2011,0.0648,0.3115,4.2154,4.2154,0.0585235090382882,"2011-06-09",6
172642,2012,0.0448,0.2996,4.3154,4.3154,0.059044352783056,"2012-06-24",6
172642,2013,0.0347,0.3022,3.6666,3.6666,0.0729558719249441,"2013-06-09",6
172643,2000,0.1278,0.2842,3.4605,3.4605,0.0451957809565092,"2000-06-08",6
172643,2001,-0.1035,0.299,3.3991,3.2093,0.11841369774352,"2001-06-25",6
172643,2002,0.0719,0.2867,4.0803,4.0803,0.0526431880008823,"2002-05-08",5
172643,2003,0.0956,0.3268,4.0782,4.0782,0.0566916777009465,"2003-06-09",6
172643,2004,0.1117,0.3081,4.5782,4.5782,0.0428989559215412,"2004-06-08",6
172643,2005,0.0515,0.231,3.5968,3.5968,0.0499054715302491,"2005-05-24",5
172643,2006,0.055,0.2842,4.0759,4.0759,0.0562329792193135,"2006-05-24",5
172643,2007,0.0833,0.3143,4.1953,4.1953,0.0550616165709246,"2007-05-24",5
172643,2008,0.0913,0.3094,4.4657,4.4657,0.0488389278276642,"2008-06-08",6
172643,2009,-0.1671,0.9424,4.6984,4.4999,0.236144219308701,"2009-03-05",3
172643,2010,0.1227,0.3018,4.4334,4.4334,0.0403978887535526,"2010-06-09",6
172643,2011,0.0571,0.3115,4.3286,4.3286,0.0587718892944601,"2011-06-09",6
172643,2012,0.0825,0.2572,4.1156,4.1156,0.0424482456992905,"2012-06-24",6
172643,2013,0.0364,0.3065,3.759,3.759,0.071854216546954,"2013-06-25",6
172644,2000,0.0695,0.3102,3.3555,3.3555,0.0717329757115184,"2000-06-08",6
172644,2001,-0.1035,0.6683,3.9199,3.8164,0.196892777876987,"2001-02-01",2
172644,2002,0.0641,0.332,3.6521,3.6521,0.0733550559951809,"2002-05-24",5
172644,2003,0.0375,0.3282,3.6145,3.6145,0.0804260616959469,"2003-05-24",5
172644,2004,0.0688,0.3403,4.3389,4.3389,0.0625734633201964,"2004-06-08",6
172644,2005,0.0556,0.2557,3.1767,3.1767,0.0629898951742374,"2005-05-24",5
172644,2006,0.0526,0.3004,3.6069,3.6069,0.0687016551609415,"2006-05-24",5
172644,2007,0.0612,0.3143,3.8413,3.8413,0.0658891521099628,"2007-05-24",5
172644,2008,0.0619,0.3094,3.9193,3.9193,0.063149031714847,"2008-06-08",6
172644,2009,-0.1411,0.9424,4.2517,4.0792,0.254839240774278,"2009-03-05",3
172644,2010,0.0577,0.5133,4.4927,4.4927,0.101408952300398,"2010-03-05",3
172644,2011,0.0518,0.2904,4.0655,4.0655,0.0586889681465994,"2011-06-25",6
172644,2012,0.0509,0.2647,3.7377,3.7377,0.0572009524573936,"2012-06-24",6
172644,2013,0.0696,0.3215,3.3807,3.3807,0.0745111959061733,"2013-06-09",6
172645,2000,0.0771,0.3102,3.1786,3.1786,0.0733341722771031,"2000-06-08",6
172645,2001,0.0615,0.5987,4.1649,4.1649,0.128982688659992,"2001-02-17",2
172645,2002,0.0703,0.2621,3.4503,3.4503,0.0555893690403733,"2002-06-25",6
172645,2003,0.0371,0.2819,3.3941,3.3941,0.0721251583630418,"2003-06-09",6
172645,2004,0.0703,0.3042,3.9991,3.9991,0.0584881598359631,"2004-06-08",6
172645,2005,0.0514,0.2665,3.3253,3.3253,0.0646858930021351,"2005-03-05",3
172645,2006,0.0582,0.2942,3.4562,3.4562,0.0682830854695909,"2006-05-24",5
172645,2007,0.0709,0.2878,3.596,3.596,0.0603170189098999,"2007-05-24",5
172645,2008,0.0277,0.2522,3.5998,3.5998,0.0623645758097672,"2008-06-08",6
172645,2009,-0.035,0.6185,3.6978,3.6628,0.176726702363568,"2009-03-05",3
172645,2010,0.057,0.5055,4.1911,4.1911,0.107012478824175,"2010-02-01",2
172645,2011,0.0518,0.2823,3.6963,3.6963,0.0623596569542515,"2011-06-25",6
172645,2012,0.0452,0.2376,3.2353,3.2353,0.0594689827836677,"2012-06-24",6
172645,2013,0.0504,0.2735,3.3101,3.3101,0.0673997764417993,"2013-06-09",6
173283,2000,0.1691,0.4192,5.5806,5.5806,0.0448159696090026,"2000-06-24",6
173283,2001,0.1438,0.4313,6.0601,6.0601,0.0474414613620237,"2001-07-11",7
173283,2002,0.1031,0.351,6.0579,6.0579,0.0409217715710065,"2002-06-09",6
173283,2003,0.1078,0.427,6.4454,6.4454,0.0495236913147361,"2003-05-24",5
173283,2004,0.1483,0.4436,7.1532,7.1532,0.0412822233406028,"2004-07-10",7
173283,2005,0.1448,0.3258,5.735,5.735,0.0315605928509154,"2005-08-12",8
173283,2006,0.1502,0.3992,6.4133,6.4133,0.0388255656214429,"2006-06-25",6
173283,2007,0.1408,0.4596,6.2504,6.2504,0.0510047356969154,"2007-06-25",6
173283,2008,0.1839,0.4126,6.6399,6.6399,0.0344432898085815,"2008-06-24",6
173283,2009,0.2003,0.4391,6.5081,6.5081,0.0366927367434428,"2009-07-27",7
173283,2010,0.1592,0.4493,7.0072,7.0072,0.0414002740038817,"2010-06-25",6
173283,2011,0.1313,0.396,6.8075,6.8075,0.0388835842820419,"2011-06-25",6
173283,2012,0.1093,0.3701,6.0174,6.0174,0.0433409778309569,"2012-06-24",6
173283,2013,0.1628,0.3807,5.7851,5.7851,0.0376657274722995,"2013-09-13",9
173284,2000,0.1601,0.3819,5.3178,5.3178,0.0417089773966678,"2000-06-24",6
173284,2001,0.1767,0.4067,6.0902,6.0902,0.0377655906209977,"2001-06-25",6
173284,2002,0.1341,0.3596,5.9686,5.9686,0.0377810541835606,"2002-03-05",3
173284,2003,0.1078,0.4058,6.1553,6.1553,0.0484135622959076,"2003-07-11",7
